Titulo;Ano;Sigla;ResumoPT
Avaliação histológica da reação inflamatória em tecido conjuntivo de ratos frente ao implante subcutâneo de raízes de dentes humanos hidratadas, secas e tratadas com Nd;2003;ODD;"""Sendo o objetivo maior a manutenção do elemento dental, toda medida ou tratamento que visa à prevenção ou eliminação das alterações patológicas que possam prejudicar tal elemento é de grande importância, principalmente nos casos de traumatismo dental, mais especificamente as avulsões dentais com posterior reimplante, onde pode-se ter como conseqüência reabsorções radiculares. Um dos maiores indícios do aparecimento ou não dessas reabsorções, principalmente as externas, é o fato de que o ligamento periodontal é, de um lado, um fator inibidor dessa reabsorção no pré-cemento e no cemento, sendo uma espécie de escudo protetor do dente e, de outro, frente a agressões, o principal iniciador dessa situação patológica. Portanto, é importante que se estude a resposta celular frente aos tecidos dentários, pois ela se constitui em um grande passo na busca de um maior esclarecimento sobre a biologia das reabsorções dentárias. O objetivo desta pesquisa foi avaliar a reação inflamatória do tecido conjuntivo de 16 ratos frente ao implante subcutâneo de 64 raízes humanas divididas em grupos e tratadas da seguinte maneira: Grupo I: raízes sem hidratação deixadas em meio ambiente por 3 horas; Grupo II: raízes sem hidratação deixadas em meio ambiente por 3 horas e depois tratadas com fluoreto de sódio a 2,4% por 20 minutos; Grupo III: raízes hidratadas com soro fisiológico; e Grupo IV: raízes sem hidratação deixadas em meio ambiente por 3 horas e depois tratadas com||irradiação de Nd:YAG (2,0 W de potência, 100 mJ de energia e 20 Hz de freqüência), nos tempos experimentais de 1 dia (A), 7 dias (B) e 45 dias (C). Preparadas as lâminas histológicas com cortes semi-seriados no sentido longitudinal do dente, concluiu-se que houve semelhanças significativas entre os diferentes grupos e tempos experimentais em relação à reação inflamatória tecidual no tecido conjuntivo de ratos. ) Ainda pode-se verificar que no grupo do Nd:YAG (IV) a reação inflamatória apresentou-se mais branda em todos os tempos experimentais. Pode-se verificar também que após 45 dias as cápsulas fibrosas ao redor dos dentes secos e tratados com laser Nd:YAG apareceram mais delgadas e com o tecido conjuntivo mais organizado que os demais grupos"""
Análise quantitativa das regiões organizadoras nucleolares (NORs) em carcinomas epidermóides desenvolvidos em hamsters a partir do modelo dmba-indução com agentes clareadores dentais;2003;ODD;"""A grande prevalência de câncer bucal está relacionada à ação de agentes e de fatores físicos e químicos. As substâncias químicas têm grande importância na indução de cânceres em humanos. Existe grande preocupação em relação aos agentes clareadores à base de peróxido de carbamida a 10%, usados com freqüência na técnica de clareamento caseiro de dentes vitalizados. A preocupação deve-se ao potencial carcinogênico dessas substâncias. Com o efeito somatório sobre as células, toda e qualquer substância deve ser avaliada quanto ao seu potencial carcinogênico sobre a mucosa bucal. Com a intenção de avaliar a proliferação celular nos carcinomas epidermóides desenvolvidos no modelo DMBA-indução associado ao peróxido de carbamida 10%, utilizou-se um dos marcadores biológicos de proliferação celular, que é o método histoquímico pela técnica AgNOR. Foram avaliados quantitativamente os carcinomas epidermóides desenvolvidos no modelo DMBA-indução + peróxido de carbamida 10%, observando-se que: nos grupos I, II, III e VII, onde não houve proliferação celular compatível com alteração neoplásica, o número de ocorrências de NORs/núcleo foi menor que nos demais grupos; no grupo IV (DMBA), o número de ocorrência de NORs/núcleo foi menor que nos grupos V e VI (peróxido de carbamida 10% + DMBA). O número de ocorrência de NORs/núcleo foi maior nos grupos V (DMBA + Opalescence) e VI (DMBA + White & Brite), em que foram desenvolvidos carcinomas, caracterizando maior||proliferação das células e maior grau de malignidade dos carcinomas epidermóides desenvolvidos. Tais conclusões evidenciaram que a proliferação celular nos grupos associados (clareadores + DMBA) foi mais intensa que no grupo do carcinógeno (DMBA), possivelmente pelo efeito promotor dos agentes clareadores. ) Observou-se uma ação promotora dos clareadores dentais à base de peróxido de carbamida 10% no modelo estudado, com capacidade para potencializar carcinógenos, levando a um possível desenvolvimento neoplásico"""
Avaliação da resistência ácida do esmalte decíduo humano irradiado com laser de diodo;2003;ODD;"""O uso do flúor é clássico e eficiente na prevenção de cárie de esmalte, no entanto, sempre existe busca de novos procedimentos alternativos para esse fim. Entre esses procedimentos, mais recentemente, tem-se dado atenção ao uso do laser, que em Odontologia tem apresentado resultados interessantes em diversas situações clínicas. Os dentes decíduos são mais susceptíveis à cárie e por esse motivo, o objetivo desse trabalho foi o de buscar novas alternativas para prevenção de cárie de esmalte em dentes decíduos. Para tanto, utilizamos o sistema de ciclagem de pH para indução de lesões similares à cárie em superfícies de esmalte de dentes decíduos. Foram utilizados 80 dentes divididos em 4 grupos experimentais, a saber: (G1) controle - esmalte sem tratamento prévio, (G2) esmalte tratado com verniz fluoretado (Duraphat), (G3) esmalte irradiado com laser de diodo seguido de aplicação de flúor, (G4) esmalte somente irradiado com laser de diodo. O laser utilizado foi o de GaAlAS com os seguintes parâmetros: 809nm, 140mJ, 50Hz, 60seg, 24,7J/cm², no modo contato. A ciclagem de pH foi realizada após os tratamentos preventivos durante 10 dias. A avaliação das amostras foi feita por teste de dureza Barcol, microscopia de polarização e eletrônica de varredura. Não houve diferenças na dureza Barcol entre os diversos grupos experimentais. No grupo tratado com laser houve inibição de cárie em 25% das amostras, enquanto que nos grupos tratados com flúor ou laser combinado com flúor, o||aparecimento das lesões foi totalmente prevenido. Os resultados nos permitiram concluir que a ciclagem de pH é um método eficaz de obtenção de cárie incipiente de esmalte e que novos parâmetros do laser de diodo deverão ser testados no sentido de aumentar a resistência do esmalte de dentes decíduos à desmineralização"""
Desenvolvimento de tensões de polimerização em função do fator C e do modo de fotoativação;2003;ODM;"""As tensões desenvolvidas durante a polimerização são geralmente responsabilizadas por inúmeros inconvenientes, tais como dor pós operatória,aparecimento de fendas entre o dente e a restauração, deflexão de cúspides, etc. Com a finalidade de contribuir para o entendimento dos mecanismos de desenvolvimento das tensões de polimerização em compósitos, foi medida a tensão desenvolvida durante a polimerização de três marcas de resina composta (Durafill VS, Heliomolar RO e Herculite XRV),variando o fator C (1, 0,5 e 0,25) e usando quatro diferentes intensidades (1.000, 500, 250mW/cm² e variável ""ramp"") totalizando sempre a mesma densidade de energia (18J/cm²). Os espécimes (n=3) tinham formato cilíndrico (2,1mm de diâmetro e alturas de 1mm, 2mm e 4mm). A luz incidiu perpendicularmente ao eixo dos cilindros. A tensão (Mpa) foi medida numa máquina de ensaios universal Instron com extensômetro, mantendo as extremidades dos espécimes a distância constante por 30 minutos, incluído o tempo de ativação. Como testes complementares para auxiliar na explicação dos mecanismos, foi medida a porcentagem de contração linear de polimerização (%CLP), a micro dureza e o escoamento sob tensão em espécimes iguais aos descritos acima. A %CLP na direção do eixo dos espécimes iguais aos descritos acima. A %CLP na direção do eixo dos espécimes cilíndricos (n=5) foi medida com extensômetros Instron aos 15 minutos. O escoamento (E'delta'L) (n=3) foi medido em máquina Instron com||extensômetro, começando logo após a fotoativação e mantendo durante 30 minutos a carga constante de 40,866N. A micro dureza Knoop foi obtida com microdurômetro Shimadzu HMV em dois espécimes especialmente construídos seguindo os mesmo parâmetros. Os resultados do estudo permitiram concluir que: 1) a resina Herculite desenvolveu maior tensão que a Heliomar e a Durafill, que foram semelhantes entre si. ) 2) A tensão desenvolvida foi dependente do Fator C apenas para a resina Herculite (híbrida) e não para a Durafill nem para a Heliomolar (microparticulada); o mecanismo pelo qual a tensão é aumentada em cavidades com maior fator C parece estar ligado à maior %CLP neste tipo de cavidade, associado a uma capacidade de escoamento sob tensão reduzida para aquela resina. 3) A tensão desenvolvida é dependente do modo de ativação, mesmo que mantida a mesma densidade de energia, sendo maior para os modos que envolviam maior densidade de potência (1.000mW/cm² e variável) do que para os demais (500 e 250mW/cm²). Não se pode atribuir este efeito a eventuais diferenças no grau de conversão (avaliado pela dureza dentro de uma mesma resina), nem apenas ao fato de exibirem maior %CLP, mas sim a uma menor capacidade de escoamento sob tensão"""
Pesquisa de Helicobacter pylori (HP) em saliva e placa dentária supragengival em pacientes com história de sintomatologia gástrica;2003;ODE;"""O objetivo deste estudo foi avaliar a incidência de Helicobacter pylori (Hp) em placa dentária supragengival de molares e pré molares e saliva. Assim 49 pacientes procuraram o setor de Endoscopia do Hospital do Servidor Público Estadual apresentando queixas dispépticas e seriam submetidos à biópsia gástrica. Foi realizada uma avaliação odontológica para verificação da presença de Hp através da Reação de Polimeraze em Cadeia (PCR) com diferentes primers (UP-1; UP-2; ET-5L; ET-5U; EHL-U; EHC-L; JW22; JW23) e vários protocolos para obtenção de maior precisão dos resultados. Estes apresentam presença de HP em apenas uma amostra de placa supragengival. Pode ser concluído que ambos os locais supra citados não foram reservatórios destes microorganismos nos pacientes avaliados"""
Avaliação in vitro do efeito dos tratamentos de superfície da porcelana feldspática na resistência adesiva ao cimento resinoso;2003;ODD;"""Um estudo laboratorial foi realizado para avaliar a resistência adesiva por cisalhamento do cimento resinoso adesivo à porcelana feldspática com diferentes tratamentos de superfícies, cujas amostras foram quimicamente tratadas com um silano. Foram avaliados: o grupo controle (sem tratamento adicional); o condicionamento com ácido fluorídrico a 10%, fluorfosfato acidulado a 1,23% e ácido fosfórico a 37%; asperização com ponta diamantada; microjateamento com partículas de Al²O³ de 50µm; microjateamento com partículas de Al²O³ ácido-modificadas (partículas de sílica - CoJet Sand); irradiação com laser de Érbio e associações de microjateamento com partículas Al²O³ + laser e microjateamento com partículas Al²O³ + condicionamento com HF. Após armazenagem a 37°C, por 24h, os valores de resistência adesiva foram medidos na máquina de ensaio universal, com velocidade de 0,5 mm/min. A análise de variância foi usada para comparar os dados. O condicionamento com HF, o microjateamento com partículas de Al²O³ de 50µm e o microjateamento com partículas de sílica especial foram os tratamentos de superfície mais efetivos, não havendo diferenças estatisticamente significantes entre eles. As duas associações e a asperização com ponta diamantada obtiveram médias de resistência adesiva significantemente mais baixas, mas comparáveis entre si. Finalmente, o grupo controle, a irradiação com laser e os condicionamentos com ácido fosfórico e fluorfosfato acidulado obtiveram os valores||mais baixos de resistência adesiva"""
Veredas;2003;ODD;"""O mundo tem passado por mudanças extraordinárias. O novo século desponta num cenário completamente paradoxal. De um lado as novas tecnologias e avanços científicos em todas as áreas, física, química e biológica. De outro o despreparo do ser pensante. Os conhecimentos emergentes legitimam a mente humana para as adaptações desses saberes. O desafio atual é adequar o conceito educacional previamente estruturado, teimosamente ultrapassado, a esse novo posicionamento. As ferramentas disponíveis por vezes buscam o prazer e o lazer, ignorando sua utilidade para a aprendizagem. Novos projetos pedagógicos, novas metodologias e novas estratégias têm sido praticados, inventados e comercializados. Busco-se com esse trabalho apresentar um modelo curricular, uma nova proposta de ensino/aprendizagem para a Odontologia. Num primeiro momento analisou-se as respostas de um questionário elaborado para acadêmicos tanto da rede de ensino pública como privada. Através dele verificou-se a percepção dos alunos quanto ao conteúdo, corpo docente, espaço físico e instalações. Num segundo momento apresentou-se um modelo curricular elaborado e implantado numa Escola de Odontologia particular - Faculdades Metropolitanas Unidas. Num terceiro momento, através de uma avaliação interna aplicada ao corpo docente e discente, buscou-se analisar a qualidade do modelo curricular quanto à viabilidade dos objetivos propostos. Finalmente, elaborou-se uma reflexão sobre a eficácia de uma concepção||integradora nas áreas do conhecimento fundamental e aplicado"""
"Avaliação da retenção de grampos circunferenciais de Akers e por ação de ponta - tipo ""7"" - fundidos em três diferentes ligas, fraturados e soldados a laser";2004;ODP;"""A pesquisa, utilizando grampos circunferenciais e por ação de ponta - tipo ""7"" - em pré-molar, objetivou determinar as forças de retenção que estes apresentavam nos estados íntegros e reparados com solda a laser quando fraturados, utilizando-se três ligas metálicas: Co-Cr, Ti-6Al-4V e Ti c.p. As medidas de retenção foram realizadas no início (ciclo zero) e após subseqüentes ciclagens mecânicas (X 1.000: 1, 2 e 5) de colocação e remoção dos grampos numa matriz metálica. Dos resultados concluiu-se que: Os grampos circunferenciais, foram significantemente mais retentivos que os grampos por ação de ponta; As ligas utilizadas conferiram aos grampos médias retentivas semelhantes; Com a ciclagem, os grampos em Co-Cr não perderam força retentiva ao passo que os grampos em Ti c.p. e Ti-6Al-4V, perderam de maneira significante; Com a ciclagem, os grampos por ação de ponta não apresentaram significante perda de retenção. Já os grampos circunferenciais, apresentaram; A presença da solda não alterou significantemente a média retentiva dos grampos em Ti c.p., Ti-6Al-4V e Co-Cr em nenhum momento dos ciclos realizados"""
Avaliação de justeza marginal das coroas metalocerâmicas, em função de ajustes internos dos copings realizados sobre o troquel de gesso suplementar e/ou padrão metálico, antes e depois da aplicação de cerâmica;2003;ODP;"""Avaliou-se a justeza marginal de coroas metalocerâmicas (CMCs) em função de ajustes internos dos copings e das coroas, realizados sobre troquel de gesso suplementar (TGS) e/ou padrão metálico (PM). Simulando procedimentos clínicos e laboratoriais de rotina, foram construídos 40 copings de NiCr, com alívio interno, espessura e cinta cervical de 0,5mm, a partir de um PM torneado, contendo preparo de um primeiro molar superior, com margem em ombro de 1350 e convergência de 180. Estes copings foram divididos em 4 grupos e submetidos a 4 diferentes tratamentos seqüenciados, compostos de 7 fases (F1: obtenção do coping; F2: ajuste do coping sobre o TGS; F3: ajuste do coping sobre o PM; F4: aplicação de cerâmica; F5: ajuste da CMC sobre o TGS; F6: ajuste da CMC sobre o PM; F7: aplicação do glaze). Esses tratamentos diferiam entre si quanto à realização ou não do ajuste interno dos copings: nenhum ajuste interno, ajuste exclusivamente sobre o TGS, ajuste exclusivamente sobre o PM e ajustes consecutivos sobre o TGS e o PM. Dependendo da necessidade de cada grupo, foram obtidos 2 ou 3 troquéis de gesso (TG) tipo IV por molde de polivinilsiloxano, sendo o primeiro da série utilizado para a construção do coping, enquanto os demais (TGSs), para os ajustes internos do coping e/ou da CMC. Independentemente de ser realizado sobre o TGS ou PM, no coping ou na CMC, cada tratamento de ajuste interno consistiu de 3 séries consecutivas de ajuste interno, realizados com auxílio de um||meio detector de interferência Utilizando um posicionador de corpos de prova, os copings e as CMCS foram posicionados sobre o PM para as aferições de justeza marginal, que foram realizadas em 8 localizações da margem, por meio de um cabeçote micrométrico digital (0,001mm), acoplado ao microscópio de medição (30X), durante as 7 fases do tratamento. Os resultados permitiram concluir: 1) quanto aos copings: 1.1) o ajuste interno realizado sobre o TGS melhorou significantemente o nível de justeza marginal sobre o PM (de 65 m para 44 m) e o subseqüente ajuste interno sobre o PM melhorou ainda mais o nível de justeza (de 44 m para 40 m); 1.2) os níveis de justeza marginal dos copings sobre o PM, proporcionados por um único ajuste interno (sobre o TGS ou o PM) e por dois ajustes internos consecutivos (sobre o TGS e o PM), foram estatisticamente iguais, indicando a equivalência de qualquer dos três tipos de ajuste interno, quanto à efetividade para melhorar o nível de justeza marginal; 2) quanto às CMCs: 2.1) o ajuste interno realizado sobre o TGS melhorou significantemente o nível de justeza marginal das coroas sobre o PM (de 44 m para 37 m) e o subseqüente ajuste interno sobre o PM, melhorou ainda mais o nível de justeza (de 38 m para 35 m); 2.2) os níveis de justeza marginal das CMCs sobre o PM, obtidos por um único ajuste interno sobre o TGS ou por dois ajustes internos consecutivos (sobre o TGS e PM), não foram influenciados||pelos ajustes internos preliminares dos copings (sobre o TGS e/ou o PM)"""
Estudo da dureza e do módulo de elasticidade na superfície de resinas acrílicas para bases de prótese total;2003;ODP;"""Este trabalho tem por finalidade avaliar a nanodureza e o módulo de elasticidade superficiais frente a variação do tempo de polimerização preconizado pelo fabricante de cinco resinas acrílicas comumente utilizadas para base de próteses totais. Foram analisadas as resinas Clássico, QC-20 e Lucitone, específicas para termopolimerização, e Acron MC e VIPI-WAVE, para polimerização com energia de microondas. Comparou-se ainda sua relação à presença de água sorvida pelos corpos de prova em relação ao esmalte, à dentina, ao amálgama de prata e ao dente, pré-fabricado, em resina acrílica. A técnica empregada foi a nanoendentação, com o Nanoindentator XP da MTS. A variação do tempo de polimerização escolhida foi a metade e o dobro em relação àquele padrão, preconizado pelos fabricantes. Em uma análise intra-grupos, quando a polimerização ocorreu pelo tempo estabelecido pelo fabricante, verifica-se uma variação média de 0,14 a 0,23 GPa para a nanodureza e 2,61 a 3,73 GPa para o módulo de elasticidade nas resinas termopolimerizáveis, enquanto que naquelas para energia de microondas, a variação foi da ordem de 0,15 e 0,22 GPa para a nanodureza e 2,94 e 3,73 GPa para o módulo de elasticidade. Com polimerização na metade do tempo padrão, em energia de microondas, em relação à nanodureza, observa-se uma variação de 1,191 a 0,255 GPa enquanto que, em relação ao dobro do tempo, a variação é de 0,24 a 0,28 GPa. Tais resultados para o módulo de elasticidade expressam-se em||3,13 e 3,86 GPa para metade do tempo e 3,80 a 4,04 GPa para o dobro do tempo de polimerização padrão Frente a sorção de água pelos corpos de prova, os resultados indicam uma variação de 0,14 a 0,23 GPa para a nanodureza e 2,71 a 3,70 GPa para o módulo de elasticidade no primeiro grupo, enquanto que no segundo grupo a variação é de 0,17 a 0,32 GPa para nanodureza e 3,14 a 4,12 GPa para o módulo de elasticidade. Conclui-se que a resina Clássico apresenta maior nanodureza e maior módulo de elasticidade frente às suas congêneres, enquanto que a Acron MC repete tal fato para o grupo de energia de microondas. A sorção de água demonstra que todas as resinas de termopolimerização, com exceção da Lucitone, apresentaram diferenças significativas quanto a nanodureza, quando submetidas a desidratação ou reidratação, enquanto que somente a Acron MC, com o dobro do tempo de polimerização, não apresentou diferenças significativas. Em relação ao módulo de elasticidade, foram observados que todos os produtos comerciais e materiais testados, com exceção da Lucitone, apresentaram diferenças significativas, ou seja, quando em ausência de hidratação, apresentaram maior módulo de elasticidade. Variando-se o tempo de polimerização, somente a Acron MC com o dobro do tempo não apresentou diferença. Na tabela descritiva dos outros materiais analisados, verifica-se que a nanodureza encontra-se na ordem de 2,31 GPa para o esmalte e 0,29 GPa para o dente||artificial em resina. O módulo de elasticidade repete tal similaridade, com valores entre 105,96 e 4,52 GPa. O esmalte, assim, é o elemento que apresenta a maior nanodureza e o maior módulo de elasticidade, ficando para o dente artificial em resina acrílica os menores valores"""
Estudo, in vitro, da diferença de unidades de cor ('delta'E) de dentes decíduos e resinas compostas;2003;ODO;"""Para este estudo foram utilizadas 30 coroas de dentes decíduos e 16 diferentes resinas compostas de diversas marcas comerciais. O objetivo foi comparar, in vitro, com o uso do espectrofotômetro, a diferença de unidades de cor ('delta'E) de dentes decíduos e resinas compostas e, também, selecionar, in vitro, através de análise visual de três examinadores, as resinas compostas cujas cores mais se assemelhavam à cor dos dentes, utilizando as mesmas amostras do item anterior. Os resultados demonstraram que apenas as resinas Herculite cor B1, Durafill cor SL e Filtek A110 cor B0,5 apresentaram E menor ou igual a 3,5, demonstrando o restrito número de opções para uso em odontopediatria. Houve uma grande variação de tonalidades das resinas dentro da mesma designação de cor em diferentes marcas comerciais, o que indica a dificuldade do uso da escala de cor. A análise estatística mostrou haver diferença estatisticamente significante na comparação dos E entre as diferentes resinas, (P 0,05). Na análise visual, os três examinadores consideraram a resina Durafill, cor SL, como a resina que mais se aproximou à cor dos dentes, seguida da Filltek Z250, cor B0,5 para os examinadores 1 e 3, e Filtek A110 cor B0,5 para o examinador 2. Na comparação realizada entre os resultados do espectrofotômetro com os examinadores para indicação da resina mais adequada, houve baixa concordância, em média 26,4%"""
Proposta de norma técnica e avaliação de equipamentos para sedação consciente (analgesia) por óxido nitroso / oxigênio aplicados em odontologia;2003;ODO;"""A Sedação Consciente através do emprego do óxido nitroso associado ao oxigênio é uma técnica que leva a um estado mínimo de depressão de consciência que melhora a cooperação do paciente, diminuindo sua ansiedade sem que efeitos colaterais importantes sejam notados. A importância da segurança da técnica de sedação consciente por oxigênio/óxido nitroso deve-se ao fato dos equipamentos utilizados para esta finalidade possuírem dispositivos de segurança que devem ser cuidadosamente observados e que são considerados nesta pesquisa. Na presente investigação foram realizados ensaios em sete equipamentos comerciais utilizados em Odontologia para sedação consciente, baseados em uma proposta de Norma Técnica para equipamentos de sedação consciente, ou analgesia, desenvolvida para esta pesquisa, após uma extensa e cuidadosa análise de Normas nacionais e internacionais. A avaliação experimental dessa proposta de Norma forneceu resultados que consolidam, validam e mostram a viabilidade e adequação da adoção dessa proposta de Norma Técnica. Dentre vários outros problemas encontrados pelos resultados dos ensaios, observou-se que alguns equipamentos permitiam concentrações de oxigênio bem inferiores à prescrição da Norma proposta, levando a um risco potencial quando do seu uso. A ausência, até o momento, de uma normativa que sirva de referência, tanto para as empresas fabricantes de equipamentos como para o Órgão responsável pelos seus registros, acarreta em uma||grande variabilidade em relação ao desempenho e, conseqüentemente, à segurança e qualidade dos equipamentos de sedação consciente aplicados em odontologia"""
Efeito de medicações intracanal em remanescentes pulpares murinos e fibroblastos humanos cultivados. Estudo histopatológico e de citotoxicidade;2003;ODD;"""A medicação intracanal em Endodontia visa o controle do processo inflamatório originado a partir do quadro patológico e agravado no decorrer da instrumentação. O corticosteróide associado a antibacterianos vem sendo amplamente empregado com esse propósito. O objetivo desse estudo foi comparar a reação biológica a esses medicamentos intracanal em ambos, remanescentes pulpares murinos e fibroblastos cultivados. Setenta e duas raízes de 18 ratos adultos da linhagem Wistar e uma linhagem celular de fibroblastos humanos foram usadas para análises histológicas e de citotoxicidade respectivamente. Os grupos experimentais foram: GI - NDP; GII - Otosporin(r); GIII - Rifocort e GIV - Rinosoro(r). Os medicamentos permaneceram no canal radicular por 3, 7 e 14 dias. Depois disso, os espécimes foram analisados histologicamente. A citotoxicidade foi analisada pelo método da exclusão de células coradas pelo azul de Trypan. A viabilidade celular foi analisada em 0, 6, 12 e 24 horas após o contato com as drogas. Os resultados na avaliação histológica evidenciaram a presença de necrose em diferentes extensões do remanescente pulpar de todos os espécimes. A maior parte espécimes com necrose total foi observada no grupo III. No tecido vital sempre apareceu algum elemento de inflamação aguda (hiperemia ou polimorfonucleares neutrófilos), bem como de crônica (células mononucleares). A viabilidade celular das culturas de todos os grupos foi menor que 67%, mostrando um efeito citotóxico de todos||os medicamentos testados. O grupo III apresentou as menores viabilidades celulares, no entanto, não houve diferença estatística entre as viabilidades dos grupos experimentais. Embora esse estudo tenha sido baseado em análise qualitativa pôde-se observar que o Rifocort mostrou ser mais agressivo para as polpas dentais in vivo e para os fibroblastos in vitro do que o NDP, o Otosporin(r) e o Rinosoro(r)"""
Influência da forma de aplicação de cimentos endodônticos na análise de citotoxicidade in vitro;2003;ODD;"""Os cimentos endodônticos desempenham importante papel no mecanismo reparacional pós tratamento endodôntico. A citotoxicidade desses produtos pode ser analisada de diversas formas. O primeiro passo dessa análise pode ser dado usando cultivo de células. Existem diversas formas para se obter respostas celulares a esses cimentos, podendo daí decorrer resultados controversos. O objetivo deste estudo foi analisar se a forma de aplicação de cimentos endodônticos a culturas de células pode influenciar a resposta celular aos mesmos. Cimentos epóxicos (AH-Plus e Sealer 26) foram aplicados a monocamadas confluentes de fibroblastos do ligamento periodontal humano (linhagem celular FL3) sob duas formas: diretamente, sobre lamínulas de vidro ou, indiretamente, em meios de cultivo condicionados contendo as substâncias liberadas pelos cimentos durante sua presa. Culturas controle receberam lamínulas de vidro sem substâncias e meios de cultura frescos. Após 0, 6, 12 e 24 horas de contato dos cimentos com as culturas, as células foram retiradas das placas do tipo Petri e as percentagens de morte celular foram obtidas utilizando o método de exclusão de células coradas pelo azul de Trypan. Os dados foram transformados em escores e comparados estatisticamente (Análise de Variância complementado pelo teste de Tukey), com nível de significância de 5%. Os índices de morte celular nas culturas que receberam lamínulas de vidro com os cimentos foram maiores que os das culturas||tratadas com meios de cultivo condicionados Independentemente da forma de aplicação os índices de morte celular nas culturas tratadas com os cimentos foram maiores que os de culturas controle. Os maiores efeitos citotóxicos foram observados no grupo tratado com o cimento Sealer 26 aplicado diretamente sobre as células. Concluímos que a forma de aplicação dos cimentos endodônticos às culturas de fibroblastos do ligamento periodontal humano influencia na percepção do nível de citotoxicidade dos produtos. Portanto, sugerimos que para a análise in vitro da citotoxicidade de cimentos endodônticos, os mesmos sejam aplicados às culturas celulares nas duas formas, ou seja, direta e indiretamente"""
Análise Qualitativa e Quantitativa da Resposta Inflamatória Frente a Diferentes Medicações de Uso Endodôntico - Iodofórmio e Hidróxido de Cálcio -, Quando Aplicadas em Tecido Subcutâneo do Dorso de Rato;2003;ODD;"""O presente estudo teve por objetivo avaliar quantitativa e qualitativamente as reações que o organismo desenvolve em relação a duas drogas utilizadas como medicação intracanal - iodofórmio e hidróxido de cálcio -, quando as mesmas são implantadas em dorso de ratos. Para tanto foram utilizados vinte ratos albinos (Rattus norvegicus, var albino, linhagem Wistar), nos quais foram realizadas duas incisões no seu dorso onde foram inseridas, para um mesmo animal, a medicação a ser testada em seu veículo e consistência de uso clínico. Os grupos experimentais eram representados pelo grupo do tecido normal, íntegro (GCI), a ferida controle (GCII) onde nenhuma medicação foi colocada e os grupos tratados com iodofórmio (FOD) e hidróxido de cálcio (FOE). Passados períodos de três, cinco e onze dias, a região onde foi implantada a medicação era removida em bloco com o tecido adjacente. Neste momento a condição macroscópica era observada. Os fragmentos eram levados para fixação em Bouin e processados para análise histológica com a coloração H-E e tricrômico de Mason. Os mesmos eram submetidos a análise qualitativa e quantitativa. Neste caso através da avaliação de fotomicrografias com 550X de aumento de campos representativos do subcutâneo que deveriam ser divididas em 100 pontos com uma grade onde as estruturas mais representativas deveriam ser contadas seguindo a seguinte denominação: células epiteliais, fibras colágenas, fibroblastos, macrófagos, linfócitos, neutrófilos,||vasos e outras estruturas (áreas de necrose, fibrócitos, folículos pilosos, espaços,...) Pode ser observado que o FOD interferiu menos no processo de reparo enquanto o FOE mostrou grande área de necrose que demorou todo o período experimental para ser parcialmente recomposta. Já a análise quantitativa mostra para o FOD uma demora na inicialização da resposta, com um pico da reação inflamatória aos 5 dias; enquanto para o FOE uma grande área de necrose foi observada, demonstrando uma condição mais favorável após onze dias de estudo"""
Resistência à fadiga cíclica de instrumentos rotatórios de Níquel-Titânio em razão do uso;2003;ODD;"""O objetivo do presente estudo foi avaliar a resistência à fadiga cíclica dos instrumentos rotatórios de níquel-titânio, após diferentes números de uso, valendo-se de dispositivo desenvolvido para realizar ensaios dinâmicos. Foram selecionadas limas rotatórias Race (FKG Dentaire) de conicidade 0,04, 25 mm de comprimento e diâmetro de ponta 25, padrão ISO. As mesmas foram divididas em quatro grupos experimentais com doze limas cada, totalizando quarenta e oito limas. Os grupos foram assim divididos: grupo A, instrumentos sem nenhum uso; grupo B, instrumentos de um único uso; grupo C, de três usos e grupo D, de cinco usos. A simulação foi realizada em canais artificiais de resina com curvatura de 40º e raio de 5 mm. Todas as limas foram submetidas a ensaios de fadiga cíclica que foi realizado num dispositivo que permitia o instrumento girar livremente, reproduzindo uma instrumentação rotatória num canal curvo. Foi utilizada uma peça de mão com contra-ângulo redutor de 16:1, acionado por motor elétrico na velocidade de 300 rpm e 2 N cm de torque. O tempo despendido até a fratura foi aferido por um cronômetro. Para a avaliação estatística empregou-se o teste de ANOVA para um fator de variação e observou-se diferença significante entre as amostras. O teste de Tukey foi utilizado para determinar a diferença entre as médias dos grupos experimentais. Os resultados mostraram que os instrumentos do grupo A exibiram maior resistência a fadiga cíclica, não havendo||diferença entre este e o grupo B. As limas empregadas cinco vezes (grupo D) apresentaram a maior fadiga cíclica quando comparadas aos espécimes dos demais grupos experimentais (p<0,05)"""
